"id","name","model_id:id","group_id:id","perm_read","perm_write","perm_create","perm_unlink"
tk_advance_vehicle_repair.access_register_vehicle_supervisor,access_register_vehicle_supervisor,tk_advance_vehicle_repair.model_register_vehicle,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_register_vehicle_technician,access_register_vehicle_technician,tk_advance_vehicle_repair.model_register_vehicle,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_register_vehicle_portal,access_register_vehicle_portal,tk_advance_vehicle_repair.model_register_vehicle,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_inspection_image_manager,access_inspection_image_manager,tk_advance_vehicle_repair.model_inspection_image,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_inspection_image_receptionist,access_inspection_image_receptionist,tk_advance_vehicle_repair.model_inspection_image,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,1
tk_advance_vehicle_repair.access_inspection_image_supervisor,access_inspection_image_supervisor,tk_advance_vehicle_repair.model_inspection_image,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_inspection_image_technician,access_inspection_image_technician,tk_advance_vehicle_repair.model_inspection_image,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_inspection_image_portal,access_inspection_image_portal,tk_advance_vehicle_repair.model_inspection_image,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_repair_image_manager,access_repair_image_manager,tk_advance_vehicle_repair.model_repair_image,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_repair_image_receptionist,access_repair_image_receptionist,tk_advance_vehicle_repair.model_repair_image,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,1
tk_advance_vehicle_repair.access_repair_image_supervisor,access_repair_image_supervisor,tk_advance_vehicle_repair.model_repair_image,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_repair_image_technician,access_repair_image_technician,tk_advance_vehicle_repair.model_repair_image,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_repair_image_portal,access_repair_image_portal,tk_advance_vehicle_repair.model_repair_image,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_booking_appointment_manager,access_booking_appointment_manager,tk_advance_vehicle_repair.model_booking_appointment,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,0,0
tk_advance_vehicle_repair.access_booking_appointment_receptionist,access_booking_appointment_receptionist,tk_advance_vehicle_repair.model_booking_appointment,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,0,0
tk_advance_vehicle_repair.access_booking_appointment_supervisor,access_booking_appointment_supervisor,tk_advance_vehicle_repair.model_booking_appointment,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,0,0
tk_advance_vehicle_repair.access_booking_appointment_technician,access_booking_appointment_technician,tk_advance_vehicle_repair.model_booking_appointment,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,0,0
tk_advance_vehicle_repair.access_booking_appointment_portal,access_booking_appointment_portal,tk_advance_vehicle_repair.model_booking_appointment,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_booking_appointment_slot_manager,access_booking_appointment_slot_manager,tk_advance_vehicle_repair.model_booking_appointment_slot,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_booking_appointment_slot_receptionist,access_booking_appointment_slot_receptionist,tk_advance_vehicle_repair.model_booking_appointment_slot,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,1
tk_advance_vehicle_repair.access_booking_appointment_slot_supervisor,access_booking_appointment_slot_supervisor,tk_advance_vehicle_repair.model_booking_appointment_slot,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_booking_appointment_slot_technician,access_booking_appointment_slot_technician,tk_advance_vehicle_repair.model_booking_appointment_slot,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_booking_appointment_slot_portal,access_booking_appointment_slot_portal,tk_advance_vehicle_repair.model_booking_appointment_slot,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_task_spare_parts_manager,access_task_spare_parts_manager,tk_advance_vehicle_repair.model_task_spare_parts,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_task_spare_parts_receptionist,access_task_spare_parts_receptionist,tk_advance_vehicle_repair.model_task_spare_parts,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,1
tk_advance_vehicle_repair.access_task_spare_parts_supervisor,access_task_spare_parts_supervisor,tk_advance_vehicle_repair.model_task_spare_parts,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_task_spare_parts_technician,access_task_spare_parts_technician,tk_advance_vehicle_repair.model_task_spare_parts,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_task_spare_parts_portal,access_task_spare_parts_portal,tk_advance_vehicle_repair.model_task_spare_parts,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_vehicle_part_info_manager,access_vehicle_part_info_manager,tk_advance_vehicle_repair.model_vehicle_part_info,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_part_info_receptionist,access_vehicle_part_info_receptionist,tk_advance_vehicle_repair.model_vehicle_part_info,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_part_info_supervisor,access_vehicle_part_info_supervisor,tk_advance_vehicle_repair.model_vehicle_part_info,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_part_info_technician,access_vehicle_part_info_technician,tk_advance_vehicle_repair.model_vehicle_part_info,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_part_info_portal,access_vehicle_part_info_portal,tk_advance_vehicle_repair.model_vehicle_part_info,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_exterior_vehicle_part_manager,access_exterior_vehicle_part_manager,tk_advance_vehicle_repair.model_exterior_vehicle_part,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_exterior_vehicle_part_receptionist,access_exterior_vehicle_part_receptionist,tk_advance_vehicle_repair.model_exterior_vehicle_part,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,1
tk_advance_vehicle_repair.access_exterior_vehicle_part_supervisor,access_exterior_vehicle_part_supervisor,tk_advance_vehicle_repair.model_exterior_vehicle_part,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_exterior_vehicle_part_technician,access_exterior_vehicle_part_technician,tk_advance_vehicle_repair.model_exterior_vehicle_part,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_exterior_vehicle_part_portal,access_exterior_vehicle_part_portal,tk_advance_vehicle_repair.model_exterior_vehicle_part,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_interior_vehicle_part_manager,access_interior_vehicle_part_manager,tk_advance_vehicle_repair.model_interior_vehicle_part,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_interior_vehicle_part_receptionist,access_interior_vehicle_part_receptionist,tk_advance_vehicle_repair.model_interior_vehicle_part,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,1
tk_advance_vehicle_repair.access_interior_vehicle_part_supervisor,access_interior_vehicle_part_supervisor,tk_advance_vehicle_repair.model_interior_vehicle_part,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_interior_vehicle_part_technician,access_interior_vehicle_part_technician,tk_advance_vehicle_repair.model_interior_vehicle_part,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_interior_vehicle_part_portal,access_interior_vehicle_part_portal,tk_advance_vehicle_repair.model_interior_vehicle_part,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_under_hood_vehicle_part_manager,access_under_hood_vehicle_part_manager,tk_advance_vehicle_repair.model_under_hood_vehicle_part,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_under_hood_vehicle_part_receptionist,access_under_hood_vehicle_part_receptionist,tk_advance_vehicle_repair.model_under_hood_vehicle_part,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,1
tk_advance_vehicle_repair.access_under_hood_vehicle_part_supervisor,access_under_hood_vehicle_part_supervisor,tk_advance_vehicle_repair.model_under_hood_vehicle_part,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_under_hood_vehicle_part_technician,access_under_hood_vehicle_part_technician,tk_advance_vehicle_repair.model_under_hood_vehicle_part,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_under_hood_vehicle_part_portal,access_under_hood_vehicle_part_portal,tk_advance_vehicle_repair.model_under_hood_vehicle_part,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_under_vehicle_part_manager,access_under_vehicle_part_manager,tk_advance_vehicle_repair.model_under_vehicle_part,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_under_vehicle_part_receptionist,access_under_vehicle_part_receptionist,tk_advance_vehicle_repair.model_under_vehicle_part,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,1
tk_advance_vehicle_repair.access_under_vehicle_part_supervisor,access_under_vehicle_part_supervisor,tk_advance_vehicle_repair.model_under_vehicle_part,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_under_vehicle_part_technician,access_under_vehicle_part_technician,tk_advance_vehicle_repair.model_under_vehicle_part,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_under_vehicle_part_portal,access_under_vehicle_part_portal,tk_advance_vehicle_repair.model_under_vehicle_part,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_fluids_vehicle_part_manager,access_fluids_vehicle_part_manager,tk_advance_vehicle_repair.model_fluids_vehicle_part,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_fluids_vehicle_part_receptionist,access_fluids_vehicle_part_receptionist,tk_advance_vehicle_repair.model_fluids_vehicle_part,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,1
tk_advance_vehicle_repair.access_fluids_vehicle_part_supervisor,access_fluids_vehicle_part_supervisor,tk_advance_vehicle_repair.model_fluids_vehicle_part,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_fluids_vehicle_part_technician,access_fluids_vehicle_part_technician,tk_advance_vehicle_repair.model_fluids_vehicle_part,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_fluids_vehicle_part_portal,access_fluids_vehicle_part_portal,tk_advance_vehicle_repair.model_fluids_vehicle_part,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_vehicle_part_tires_manager,access_vehicle_part_tires_manager,tk_advance_vehicle_repair.model_vehicle_part_tires,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_part_tires_receptionist,access_vehicle_part_tires_receptionist,tk_advance_vehicle_repair.model_vehicle_part_tires,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_part_tires_supervisor,access_vehicle_part_tires_supervisor,tk_advance_vehicle_repair.model_vehicle_part_tires,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_part_tires_technician,access_vehicle_part_tires_technician,tk_advance_vehicle_repair.model_vehicle_part_tires,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_part_tires_portal,access_vehicle_part_tires_portal,tk_advance_vehicle_repair.model_vehicle_part_tires,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_vehicle_brake_condition_manager,access_vehicle_brake_condition_manager,tk_advance_vehicle_repair.model_vehicle_brake_condition,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_brake_condition_receptionist,access_vehicle_brake_condition_receptionist,tk_advance_vehicle_repair.model_vehicle_brake_condition,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_brake_condition_supervisor,access_vehicle_brake_condition_supervisor,tk_advance_vehicle_repair.model_vehicle_brake_condition,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_brake_condition_technician,access_vehicle_brake_condition_technician,tk_advance_vehicle_repair.model_vehicle_brake_condition,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_brake_condition_portal,access_vehicle_brake_condition_portal,tk_advance_vehicle_repair.model_vehicle_brake_condition,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_scratch_report_manager,access_scratch_report_manager,tk_advance_vehicle_repair.model_scratch_report,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_scratch_report_receptionist,access_scratch_report_receptionist,tk_advance_vehicle_repair.model_scratch_report,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,1
tk_advance_vehicle_repair.access_scratch_report_supervisor,access_scratch_report_supervisor,tk_advance_vehicle_repair.model_scratch_report,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_scratch_report_technician,access_scratch_report_technician,tk_advance_vehicle_repair.model_scratch_report,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_scratch_report_portal,access_scratch_report_portal,tk_advance_vehicle_repair.model_scratch_report,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_booking_vehicle_details,access_booking_vehicle_details,tk_advance_vehicle_repair.model_booking_vehicle_details,base.group_user,1,1,1,1
tk_advance_vehicle_repair.access_inspection_vehicle_details,access_inspection_vehicle_details,tk_advance_vehicle_repair.model_inspection_vehicle_details,base.group_user,1,1,1,1
tk_advance_vehicle_repair.access_repair_vehicle_details,access_repair_vehicle_details,tk_advance_vehicle_repair.model_repair_vehicle_details,base.group_user,1,1,1,1
